espn_athlete_id,player_name,team,status,injury_type,injury_location,injury_side,return_date,short_comment,long_comment,reported_at,fetched_at_utc,source_name
638429,Travis Kelce,KC,Active,,,,,Kelce secured nine of 11 targets for 101 yards and one touchdown in the Chiefs' 33-30 overtime win over the Colts on Sunday night.,"Patrick Mahomes was in vintage form Sunday night, and Kelce unsurprisingly was a big reason why. The legendary duo was in sync throughout the night, and it helped Kelce to team-high figures in receptions, receiving yards and targets. The veteran tight end has posted a combined 12-172-1 line on 16 targets over his first two games, making him a top option at his position in all formats as a tantalizing Week 3 road matchup against the Dolphins approaches next Sunday.",2026-09-21 00:02:00,2026-09-24 20:44:13.844538,espn
638428,Rashee Rice,KC,Active,,,,,Rice brought in four of six targets for 83 yards in the Chiefs' 33-30 overtime win over the Colts on Sunday night.,"Rice finished with the Chiefs' third-highest receiving yardage total  and turned in a 31-yard grab along the way. The 2023 second-round pick's boost in production was a welcome sight for fantasy managers after he'd managed a 2-19-1 line in Week 1, and given Patrick Mahomes already looks close to full health after last December's season-ending knee injury, Rice's outlook as Kansas City's No. 1 receiver should only get brighter as the season unfolds. Rice and the rest of the Chiefs' offense is in a premium spot in Week 3, as they'll pay a visit to the winless Dolphins next Sunday.",2026-09-20 23:59:00,2026-09-24 20:44:13.844538,espn
638427,Patrick Mahomes,KC,Active,,,,,Mahomes completed 32 of 47 passes for 382 yards with three touchdowns and no interceptions while rushing twice for 17 yards in the Chiefs' 33-30 overtime win over the Colts on Sunday night.,"Mahomes put together a pristine final line that saw the multi-time MVP generate elite numbers while connecting with seven different targets. Two of Mahomes' most trusted options Sunday night were tight end Travis Kelce and running back Kenneth Walker, but he also recorded a total of 13 completions to wideouts Rashee Rice, Tyquan Thornton and Xavier Worthy, the latter who was also on the receiving end of one of Mahomes' three scoring strikes. The other two TD tosses went to Travis Kelce (13 yards) and Jalen Royals (one yard), and Mahomes' passing yardage total was his highest regular-season tally since Week 7 of the 2023 season. Mahomes will be teed up for another potentially rewarding performance when the Chiefs visit the winless Dolphins next Sunday.",2026-09-20 23:33:00,2026-09-24 20:44:13.844538,espn
638426,Kenneth Walker III,KC,Active,,,,,Walker rushed 24 times for 117 yards and brought in six of 10 targets for 61 yards in the Chiefs' 33-30 overtime win over the Colts on Sunday night.,"Walker had a tall order in front of him in terms of matching his spectacular Chiefs debut against the Broncos on Monday night, but the offseason addition was able to make up for a lower rushing total by putting together a stellar showing as a receiver that included a clutch 22-yard reception on Kansas City's game-winning drive. Walker wasn't shabby on the ground by any stretch, either, and he's quickly amassed 290 rushing yards and his 60-yard touchdown in Week 1 as a runner while also offering plenty of value as a pass catcher with a 9-79-1 line on 16 targets. Walker's workhorse usage underscores how integral he is to the team's offensive plans, making him an elite option in all formats for a Week 3 road matchup against a highly beatable Dolphins defense next Sunday.",2026-09-20 23:26:00,2026-09-24 20:44:13.844538,espn
638326,Mansoor Delane,KC,Active,,,,,Delane (shoulder) is active for Sunday's game against the Colts.,"Delane suffered a shoulder injury during the Chiefs' Week 1 win over the Broncos, but he did enough during the week and Sunday's pregame warmups to be cleared to play against Indianapolis. If Delane suffers a setback against Indianapolis, then Kristian Fulton would likely enter the game at outside corner.",2026-09-20 18:11:00,2026-09-24 20:44:13.844538,espn
637728,Cooper McDonald,KC,Injured Reserve,Knee,Leg,Not Specified,2026-10-25,The Chiefs placed McDonald (knee) on injured reserve Wednesday.,"McDonald will now be forced to miss at least four games after sustaining a knee injury during Monday's win over the Broncos. Ashton Gillotte, R Mason Thomas and Jack Pyburn should be in line for increased playing time in McDonald's absence.",2026-09-16 19:38:00,2026-09-24 20:44:13.844538,espn
637540,Nikko Remigio,KC,Active,,,,,Remigio returned two punts for seven yards and three kicks for 78 yards during Monday's 31-10 win versus the Broncos.,"Remigio did not log any snaps on offense in Week 1, but he held his own in the return game. He figures to play a similar role come Sunday night, when Kansas City is set to host the Colts.",2026-09-15 19:25:00,2026-09-24 20:44:13.844538,espn
637539,Jake Briningstool,KC,Active,,,,,Briningstool caught his only target for nine yards and made two tackles in Monday night's 31-10 win over the Broncos.,"Briningstool played 13 of 69 offensive snaps primarily as a blocker for Kenneth Walker. The tight end's bigger role came on special teams, where he played 20 snaps and made a tackle in kick coverage and punt coverage. Briningstool's success comes after No. 4 tight end Jared Wiley was inactive as a healthy scratch, further showing Briningstool's place on the tight end totem pole.",2026-09-15 19:24:00,2026-09-24 20:44:13.844538,espn
637538,Brashard Smith,KC,Active,,,,,Smith had zero carries during Monday's 31-10 win versus the Broncos.,"Kenneth Walker saw a heavy workload in the win, while rookie Emmett Johnson recorded eight carries as his backup. Smith was a non-factor on offense, logging just three snaps on special teams. The backfield arrangement isn't expected to change while Walker and Johnson are healthy.",2026-09-15 19:23:00,2026-09-24 20:44:13.844538,espn
636783,Ashton Gillotte,KC,Active,,,,,Gillotte (foot) was a full participant in practice Thursday.,"The defensive end ruptured his plantar fascia during a drill late in training camp, but even then, the injury was not considered serious. Now, it appears that Gillotte is on track to play Week 1 against the Broncos. The 2025 third-round pick finished with 38 tackles (14 solo), including 1.5 sacks, in a rotational role as a rookie.",2026-09-10 20:02:00,2026-09-24 20:44:13.844538,espn
636780,Trey Smith,KC,Active,,,,,Smith (hip) was a full participant in practice Thursday.,"The right guard was dealing with a hip injury during training camp, though it was described even then as a short-term issue. Smith's availability for Week 1 was never really in doubt, and now that he's practicing ahead of Monday's matchup with Denver, he should be ready to play come game time.",2026-09-10 19:53:00,2026-09-24 20:44:13.844538,espn
636755,R Mason Thomas,KC,Active,,,,,Thomas (hamstring) was a full participant in practice Thursday.,The edge rusher popped up on the injury report last week with a hamstring issue but appears to be good to go. The rookie second-round pick should be in the defensive-line rotation during Monday night's matchup with Denver.,2026-09-10 18:49:00,2026-09-24 20:44:13.844538,espn
636744,Drue Tranquill,KC,Active,,,,,Tranquill (back) did not appear on Kansas City's injury report Thursday.,"The linebacker seems ready to play in the Chiefs' season opener against the Broncos on Monday night after missing time during training camp with back spasms. Tranquill recorded 103 tackles (55 solo), including 2.0 sacks, a pass breakup, a forced fumble and a fumble recovery during the 2025 regular season.",2026-09-10 18:35:00,2026-09-24 20:44:13.844538,espn
-2014149,Kwity Paye,LV,Questionable,Illness,Other,Not Specified,2026-09-27,questionable,questionable,2026-09-24 16:42:00,2026-09-24 20:44:13.844538,espn
-2014132,Dareke Young,LV,Active,,,,,,,2026-09-24 16:41:00,2026-09-24 20:44:13.844538,espn
-2014118,Folorunso Fatukasi,LV,Active,,,,,,,2026-09-24 16:40:00,2026-09-24 20:44:13.844538,espn
639010,Brock Bowers,LV,Questionable,Knee - Meniscus,Leg,Left,2026-09-27,"Bowers (knee) was a limited participant in Thursday's practice, Anthony Galaviz of The Fresno Bee reports.","Though Bowers has remained listed as limited in three consecutive practices dating back to last Friday, it's generally a positive sign for his chances of being available to make his season debut this Sunday in New Orleans. Before deciding whether Bowers carries a designation into the weekend, the Raiders will see if he's able to potentially upgrade to full activity in Friday's session. If he ends up being cleared to suit up Sunday, Bowers could still have his snap count managed to some degree as he works to regain full conditioning coming off a meniscus trim of his left knee, which he underwent Sept. 8.",2026-09-24 16:33:00,2026-09-24 20:44:13.844538,espn
638920,Treydan Stukes,LV,Questionable,Concussion,Head,Not Specified,2026-09-27,"Stukes (concussion) did not participate at the Raiders' practice Wednesday, Ryan McFadden of ESPN.com reports.","Stukes suffered a concussion during the team's 26-14 win over the Chargers on Sunday, and he now appears to be at risk of missing the Raiders' Week 3 matchup with New Orleans. If he is unable to clear concussion protocol, Isaiah Pola-Mao would likely start at free safety against the Saints.",2026-09-23 20:01:00,2026-09-24 20:44:13.844538,espn
638918,Darien Porter,LV,Active,,,,,"Porter (foot) was a limited participant at the Raiders' practice Wednesday, Ryan McFadden of ESPN.com reports.","Porter was unavailable for the team's Week 2 win over the Chargers while nursing a foot injury, but he was able to return to practice Wednesday. The cornerback will have two more chances to log a full practice and officially move past the foot issue ahead of Sunday's matchup with the Saints.",2026-09-23 19:58:00,2026-09-24 20:44:13.844538,espn
638916,Nakobe Dean,LV,Active,,,,,"Dean (shoulder) was a limited participant at the Raiders' practice Wednesday, Ryan McFadden of ESPN.com reports.","Dean recorded 10 total tackles (seven solo), including 0.5 sacks, in the team's 26-14 win over the Chargers on Sunday, but he may have suffered a shoulder injury during the contest. The linebacker will have two more chances to log a full practice and prove his health before the Raiders face New Orleans in Week 3.",2026-09-23 19:55:00,2026-09-24 20:44:13.844538,espn
638786,Jack Bech,LV,Active,,,,,Bech caught both of his targets for 25 yards Sunday in a 26-14 victory versus the Chargers.,"Bech started at wideout for Las Vegas and ended up playing 34 of the team's 63 offensive snaps, the third-highest tally among Raiders WRs behind Tre Tucker (48) and Jalen Nailor (41). Bech didn't have a huge game, but he did haul in a 20-yard reception that resulted in a first-and-goal at the four-yard line. Through two games this season, Bech has five catches on six targets for 48 yards and a touchdown.",2026-09-22 22:55:00,2026-09-24 20:44:13.844538,espn
638729,Hezekiah Masses,LV,Active,,,,,Masses recorded five tackles (four solo) and two interceptions in Sunday's 26-14 win over the Chargers.,"Masses picked off Justin Herbert in the first and fourth quarters, helping the Raiders secure an upset over a division rival. The fifth-round rookie put together a stellar performance while playing 73 percent of the defensive snaps in Sunday's contest, likely securing himself the starting cornerback role in Darien Porter's (foot) absence.",2026-09-22 20:30:00,2026-09-24 20:44:13.844538,espn
638724,Quay Walker,LV,Active,,,,,Walker logged 10 tackles (five solo) in Sunday's 26-14 win over the Chargers.,"Walker's 10 total tackles tied fellow linebacker Nakobe Dean for most on the team in Sunday's contest. The inside linebacker played all 67 defensive snaps in the game, his second time in as many games with a 100.0 percent snap share. Walker now has 16 tackles (seven solo) through two regular-season games in 2026.",2026-09-22 20:22:00,2026-09-24 20:44:13.844538,espn
-2011823,Aidan O'Connell,LV,Questionable,Personal,Other,Not Specified,2026-09-27,questionable,questionable,2026-09-22 15:56:00,2026-09-24 20:44:13.844538,espn
638574,Cody White,LV,Active,,,,,"White reverted to the Raiders' practice squad Monday, Sam Warren of The Athletic reports.","White was elevated to the active roster for a second straight week and finished with 13- and 11-yard touchdown receptions in the Raiders' 26-14 victory over the Chargers on Sunday. On the heels of the two-score performance, White will likely be elevated from the practice squad again for the Raiders' Week 3 game versus the Saints.",2026-09-21 20:43:00,2026-09-24 20:44:13.844538,espn
638553,Fernando Mendoza,LV,Active,,,,,Mendoza did not play a single snap during the Raiders' 26-14 win over the Chargers on Sunday.,"As expected, Mendoza observed Sunday's win from the sidelines as Kirk Cousins led the offense, with the veteran quarterback competing 19 of 29 passes for 253 yards, three touchdowns and one interception. Cousins has led the Raiders to a 2-0 start and should remain as the starter moving forward, but Mendoza could take over under center if the team's winning ways don't last.",2026-09-21 19:55:00,2026-09-24 20:44:13.844538,espn
638530,Matt Gay,LV,Active,,,,,Gay made his sole field-goal attempt and converted three PATs in Sunday's 26-14 win over the Chargers.,"Gay made a 59-yard field goal at the end of the first half of Sunday's game to break the Raiders' 7-7 tie with the Chargers. The kicker remains perfect through two weeks, sitting at 3-for-3 on field goals and 6-for-6 on PATs.",2026-09-21 19:04:00,2026-09-24 20:44:13.844538,espn
-2010529,Bryce Cabeldue,LV,Active,,,,,,,2026-09-21 13:52:00,2026-09-24 20:44:13.844538,espn
-2010524,Dalton Johnson,LV,Active,,,,,,,2026-09-21 13:52:00,2026-09-24 20:44:13.844538,espn
-2010525,Tristin McCollum,LV,Active,,,,,,,2026-09-21 13:52:00,2026-09-24 20:44:13.844538,espn
-2010527,JJ Pegues,LV,Active,,,,,,,2026-09-21 13:52:00,2026-09-24 20:44:13.844538,espn
638420,Jalen Nailor,LV,Active,,,,,Nailor caught one of three targets for nine yards in Sunday's 26-14 win over the Chargers.,"Nailor's three targets were fourth on the team, and he continues to run plenty of routes. The production is lacking through two games, as Nailor has just four catches for 36 scoreless yards on eight targets. Cody White secured a pair of touchdowns as the fourth wideout Sunday, and it will be interesting to see if White starts getting more snaps at Nailor or Jack Bech's expense.",2026-09-20 23:06:00,2026-09-24 20:44:13.844538,espn
638419,Mike Washington Jr.,LV,Active,,,,,Washington rushed three times for seven yards while failing to catch his only target during Sunday's 26-14 win over the Chargers.,"Washington was far less efficient with his carries in Week 2, averaging 2.3 YPC after he turned seven carries into 41 yards against the Dolphins in the team's regular-season opener. The running back operated as a distant No. 2 option in the backfield, as Ashton Jeanty logged 21 carries for 48 yards while catching four of seven targets for 15 yards. Washington is nothing more than a bench stash option in fantasy leagues at the moment.",2026-09-20 23:03:00,2026-09-24 20:44:13.844538,espn
638411,Michael Mayer,LV,Active,,,,,Mayer brought in three of four targets for 23 yards in the Raiders' 26-14 win over the Chargers on Sunday.,"Mayer served as the No. 1 tight end for the second straight game to open the season due to Brock Bowers' (knee) absence. Mayer played a complementary and mostly short-area role as expected, but through his two starts, he's posted a serviceable a 9-55-0 line on 11 targets. Bowers reportedly could be healthy enough to play in a Week 3 road matchup against the Saints, a development that would relegate Mayer to his usual No. 2 role.",2026-09-20 22:32:00,2026-09-24 20:44:13.844538,espn
638382,Kirk Cousins,LV,Active,,,,,Cousins completed 19 of 29 passes for 253 yards with three touchdowns and one interception while rushing four times for one yard in the Raiders' 26-14 win over the Chargers on Sunday.,"Cousins' crisp and nearly mistake-free performance was critical to the Raiders pulling off a significant upset over their divisional rival. The veteran signal-caller validated head coach Klint Kubiak's decision to open the season with him as the starter over first overall pick Fernando Mendoza, with Cousins delivering a 40-yard strike to Tre Tucker in the first quarter and 13- and 11-yard scoring tosses to Cody White in the third and fourth quarters, respectively. Cousins has shown very good command of Kubiak's offense over the first two games, and he'll take a 67.8 percent completion rate and a 6:3 TD:INT into an intriguing interconference road matchup against the Saints next Sunday.",2026-09-20 20:37:00,2026-09-24 20:44:13.844538,espn
638356,Ashton Jeanty,LV,Active,,,,,Jeanty rushed 21 times for 48 yards and brought in four of seven targets for 15 yards in the Raiders' 26-14 win over the Chargers on Sunday.,"Jeanty was the unquestioned leader of the Raiders' ground attack once again, and although he had to scratch and claw for every yard, the second-year back helped keep the Bolts' defense honest. Jeanty also finished second in receptions and tied for the team lead in targets, underscoring how central he is to what Las Vegas does on offense. Jeanty and his teammates will be gunning for a third consecutive victory to open the season when they tangle with the equally surprising Saints on the road next Sunday.",2026-09-20 19:28:00,2026-09-24 20:44:13.844538,espn
638352,Tre Tucker,LV,Active,,,,,Tucker caught five of seven targets for 119 yards and a touchdown in the Raiders' 26-14 win over the Chargers on Sunday.,"With Brock Bowers (knee) missing a second straight game to open the season, Tucker matched Ashton Jeanty with a team-high seven targets against Los Angeles, and the speedy wideout got free behind the defense for a 40-yard score to open the scoring in the second quarter. One of the more boom-or-bust receivers in the sport, Tucker now has seven grabs for 146 yards and the one touchdown on 11 targets through two games to begin the 2026 campaign. He'll be in position for another big performance next Sunday in the Superdome against the Saints.",2026-09-20 19:20:00,2026-09-24 20:44:13.844538,espn
637599,Maxx Crosby,LV,Active,,,,,Crosby had two tackles (one solo) and 1.5 sacks in Sunday's 27-13 win over the Dolphins.,"Crosby didn't do much in the first three quarters of the contest, though it was a different story in the fourth quarter, with the veteran accounting for 1.5 of the Raiders' 5.0 sacks on the day. It was an interesting offseason for Crosby, who was nearly traded to Baltimore. He also underwent surgery to repair a torn meniscus in his left knee. However, Crosby looks to be back at full strength, and he appears more motivated than ever, which isn't good news for opposing offenses.",2026-09-15 22:17:00,2026-09-24 20:44:13.844538,espn
-2014089,Cole Strange,LAC,Active,,,,,,,2026-09-24 16:37:00,2026-09-24 20:44:13.844538,espn
-2014090,Rashawn Slater,LAC,Active,,,,,,,2026-09-24 16:37:00,2026-09-24 20:44:13.844538,espn
-2014073,Derwin James Jr.,LAC,Active,,,,,,,2026-09-24 16:35:00,2026-09-24 20:44:13.844538,espn
638958,Deane Leonard,LAC,Active,,,,,Leonard (abdomen) was a full participant in Wednesday's practice.,Leonard missed the Chargers' Week 2 loss to the Raiders with an abdominal issue after practicing in limited fashion during the week. The upgrade in practice participation means Leonard has likely overcome the issue and should be healthy enough to suit up for Sunday's game against the Bills.,2026-09-23 21:46:00,2026-09-24 20:44:13.844538,espn
638931,Dalvin Tomlinson,LAC,Doubtful,Hamstring,Leg,Not Specified,2026-09-27,Tomlinson (hamstring) did not participate at practice Wednesday.,"Tomlinson is expected to miss some game action after hurting his hamstring during Sunday's loss versus the Raiders, so his absence from Wednesday's practice doesn't come as a surprise. Unless he returns to practice ahead of schedule later in the week, he's trending toward being unavailable in Week 3.",2026-09-23 20:22:00,2026-09-24 20:44:13.844538,espn
638928,Elijah Molden,LAC,Questionable,Hamstring,Leg,Not Specified,2026-09-27,Molden (hamstring) did not participate at practice Wednesday.,"Molden was forced to miss Sunday's loss versus the Raiders due to a hamstring injury he suffered in Week 1 versus the Cardinals, and now his status for Week 3 is also in question. He'll likely need to manage at least a limited practice Thursday or Friday to give himself an opportunity to suit up Sunday at Buffalo.",2026-09-23 20:17:00,2026-09-24 20:44:13.844538,espn
638912,Marquez Valdes-Scantling,LAC,Active,,,,,Valdes-Scantling was signed to the Chargers' active roster Wednesday.,"Valdes-Scantling inked a deal to join the practice squad with Los Angeles on Sept. 15, and he will now get a shot with the active roster. The 31-year-old will provide the team with another veteran option at wide receiver ahead of Week 3 versus the Bills.",2026-09-23 19:51:00,2026-09-24 20:44:13.844538,espn
638866,Brenen Thompson,LAC,Questionable,Quadriceps,Leg,Not Specified,2026-09-27,Thompson (quadriceps) did not participate at practice Wednesday.,"Thompson drew three targets in the Chargers' loss versus the Raiders in Week 2, but it appears he may have picked up a quad injury during that contest as well. He'll probably have to return to practice Thursday or Friday to give himself a chance to play in Week 3 at Buffalo.",2026-09-23 18:10:00,2026-09-24 20:44:13.844538,espn
-2013343,Tuli Tuipulotu,LAC,Questionable,Hamstring,Leg,Not Specified,2026-09-27,questionable,questionable,2026-09-23 17:28:00,2026-09-24 20:44:13.844538,espn
-2013328,Rodney Shelley,LAC,Questionable,Hamstring,Leg,Not Specified,2026-09-27,questionable,questionable,2026-09-23 17:27:00,2026-09-24 20:44:13.844538,espn
638828,David Njoku,LAC,Injured Reserve,Lower Leg,Leg,Not Specified,2026-11-01,The Chargers placed Njoku (fibula) on injured reserve Wednesday.,"Njoku will be sidelined for at least the Chargers' next four games after sustaining a fibula injury in Sunday's 26-14 loss to the Raiders. Fellow tight end Charlie Kolar (forearm) was able to avoid placement on IR but has already been ruled out for the Chargers' Week 3 contest in Buffalo, leaving Oronde Gadsden as the top option on the depth chart heading into that game.",2026-09-23 14:36:00,2026-09-24 20:44:13.844538,espn
-2012575,Kayode Awosika,LAC,Doubtful,Lower Leg,Leg,Not Specified,2026-09-27,doubtful,doubtful,2026-09-23 14:11:00,2026-09-24 20:44:13.844538,espn
638823,Charlie Kolar,LAC,Out,Forearm,Arm,Left,2026-10-04,"Chargers head coach Jim Harbaugh said Wednesday that Kolar (forearm) won't play Sunday in Buffalo but is expected to avoid placement on injured reserve, Kris Rhim of ESPN.com reports.","After undergoing surgery on his fractured left forearm Monday, Kolar had been expected to head to injured reserve and return after missing the minimum four games. However, Harbaugh noted that Kolar ended up receiving a more favorable prognosis than expected once surgery was completed, and the Chargers are now optimistic that the 27-year-old can return to action prior to their Week 7 bye. Kolar will still need to miss at least one game, and with David Njoku (fibula) still ticketed for IR, Oronde Gadsden appears likely to operate as Los Angeles' clear No. 1 tight end for Week 3.",2026-09-23 13:46:00,2026-09-24 20:44:13.844538,espn
638793,Kimani Vidal,LAC,Active,,,,,Vidal didn't get a touch during Sunday's 26-14 loss to Las Vegas.,"Vidal logged four offensive snaps in a 26-14 loss to Arizona in Week 1 and was only slightly more involved in Week 2 with seven snaps, and he went without a rushing attempt for a second straight game. The 25-year-old had some productive outings during 2025 thanks to injuries ahead of him on the depth chart, finishing with 643 rushing yards and three touchdowns off 155 carries while adding 16 receptions for 136 yards and one touchdown. However, it's been a different story in 2026, with Vidal spending most of his time on special teams. His fantasy outlook doesn't look promising as long as Omarion Hampton and Keaton Mitchell are available.",2026-09-22 23:15:00,2026-09-24 20:44:13.844538,espn
638742,Daiyan Henley,LAC,Active,,,,,Henley recorded three assisted tackles during Sunday's 26-14 loss to the Raiders.,"It was just the third time Henley recorded three tackles or less in a regular-season game since the start of the 2025 campaign. The fourth-year pro is up to 11 total tackles, including 0.5 sacks, through two regular-season games and is looking to log a third consecutive 100-tackle campaign.",2026-09-22 20:51:00,2026-09-24 20:44:13.844538,espn
638654,Hayden Rucci,LAC,Active,,,,,The Chargers signed Rucci off the Jaguars' practice squad Tuesday.,"With both Charlie Kolar (forearm) and David Njoku (fibula) slated to go on injured reserve, the Chargers needed more depth at tight end behind second-year pro Oronde Gadsden. Rucci did not record a catch across four regular-season games with the Vikings in 2025, and he figures to serve mostly as a blocker on offense and a contributor on special teams, with Gadsden being the pass-catching tight end for Justin Herbert.",2026-09-22 18:29:00,2026-09-24 20:44:13.844538,espn
-2011831,Trey Pipkins III,LAC,Questionable,Knee,Leg,Not Specified,2026-09-27,questionable,questionable,2026-09-22 15:56:00,2026-09-24 20:44:13.844538,espn
638578,Tre' Harris,LAC,Active,,,,,Harris caught one of three targets for 53 yards during Sunday's 26-14 loss to the Raiders.,"Harris was the Chargers' only starting wide receiver in the contest with Ladd McConkey dealing with a ribs injury. Harris played 56 of the team's 68 offensive snaps, which was more than the next closest wide receivers Quentin Johnston (55) and McConkey (31). The 24-year-old wasn't able to rack up receptions, but he did make a major splash with his one snag, connecting with Justin Herbert for a 53-yard catch and run in the third quarter. Harris now has gathered in four of nine targets for 73 yards over the team's first two games of the season.",2026-09-21 21:03:00,2026-09-24 20:44:13.844538,espn
638575,Keaton Mitchell,LAC,Active,,,,,Mitchell rushed five times for 24 yards and caught his only target for 15 yards during Sunday's 26-14 loss to the Raiders.,"Mitchell operated as a distant No. 2 option in the backfield, logging 17 snaps on offense while starter Omarion Hampton was on the field for 43 of the team's 68 offensive snaps. Mitchell was able to make the most of his opportunities, averaging 4.8 YPC while reeling in his first catch of the season. The running back also added 47 yards on two kickoff returns in the contest. Mitchell has shown enough to be worth a stash in deeper fantasy leagues, but he will continue to have a limited ceiling as long as Hampton is active.",2026-09-21 20:55:00,2026-09-24 20:44:13.844538,espn
638490,Oronde Gadsden,LAC,Active,,,,,"Gadsden is the only healthy tight end on the Chargers' active roster following the team's 26-14 loss to the Raiders on Sunday, Noah Furtado of The Athletic reports.","Both David Njoku (fibula) and Charlie Kolar (forearm) are expected to go on injured reserve due to injuries they suffered during Sunday's loss. Given those injuries, as well as Ladd McConkey being limited by a lingering rib injury, Gadsden should operate in an elevated role in the passing game over the coming weeks. Gadsden showed flashes of promise during the 2025 regular season, including a three-game stretch from Weeks 6 to 8, when he caught 19 passes (on 22 targets) for 309 yards and two touchdowns. The Chargers hit the road for Week 3 against the Bills, whose defense has yielded a 14-116-1 line (on 19 targets) to tight ends through two games.",2026-09-21 17:10:00,2026-09-24 20:44:13.844538,espn
-2010541,Logan Taylor,LAC,Active,,,,,,,2026-09-21 13:55:00,2026-09-24 20:44:13.844538,espn
-2010542,Alex Harkey,LAC,Active,,,,,,,2026-09-21 13:55:00,2026-09-24 20:44:13.844538,espn
-2010543,Isas Waxter,LAC,Active,,,,,,,2026-09-21 13:55:00,2026-09-24 20:44:13.844538,espn
638441,Cameron Dicker,LAC,Active,,,,,Dicker missed his lone field-goal attempt but made both PATs in Sunday's 26-14 loss to the Raiders.,"The Chargers lost by the score of 26-14 for the second straight week, and both were upsets at home. The day started off on the wrong foot, as Dicker hit the right upright from 58 yards out to end Los Angeles' opening drive. Through two games, he's still looking for his first made field goal after not attempting any against Arizona in Week 1. Things won't get any easier next Sunday on the road outdoors against the Bills.",2026-09-21 10:42:00,2026-09-24 20:44:13.844538,espn
638389,Quentin Johnston,LAC,Active,,,,,Johnston caught one of five targets for seven yards in Sunday's 26-14 loss to the Raiders.,"Johnston finished with a team-high five targets, but he failed to capitalize versus Las Vegas. The wide receiver has caught three of 11 targets for 24 yards over two games to open the 2026 campaign, and his next chance to get on track will come Week 3 against the Bills.",2026-09-20 21:05:00,2026-09-24 20:44:13.844538,espn
-2014459,Alaric Jackson,LAR,Active,,,,,,,2026-09-24 19:14:00,2026-09-24 20:44:13.844538,espn
639044,Terrance Ferguson,LAR,Active,,,,,"Ferguson (ankle) practiced fully Thursday, Sarah Barshop of ESPN.com reports.","Ferguson kicked off Week 3 prep with a limited session Wednesday due to an ankle injury, but his ability log every on-field rep one day later indicates that the issue was a minor one. With his health now not in question, there's a decent chance he'll again serve as the No. 2 option in the passing game behind Davante Adams this Sunday at Denver due to Puka Nacua's ongoing absence from practice as a result of a hip injury. In such a capacity during Monday's 28-6 win against the Giants, Ferguson went for six catches (on nine targets) for 54 yards and one touchdown.",2026-09-24 18:47:00,2026-09-24 20:44:13.844538,espn
639032,Puka Nacua,LAR,Questionable,Hip,Leg,Not Specified,2026-09-27,"Nacua (hip) didn't take part in Thursday's practice, Sarah Barshop of ESPN.com reports.","Nacua now hasn't practiced for the past week due to a hip injury, though head coach Sean McVay has alternatively called the issue ""soreness in his groin."" Ian Rapoport of NFL Network even reported Thursday morning that Nacua didn't seem to be making much progress in his recovery from the concern, leaving his status up in the air for Sunday's game at Denver. Nacua will have one more chance to mix into drills Friday, after which the Rams could make a ruling on his availability for Week 3. If Nacua isn't able to suit up this weekend, Davante Adams again will be the unquestioned top pass catcher for QB Matthew Stafford.",2026-09-24 18:22:00,2026-09-24 20:44:13.844538,espn
638932,Kamren Kinchens,LAR,Questionable,Hamstring,Leg,Not Specified,2026-09-27,"Kinchens (hamstring) did not participate in Wednesday's estimated practice session, Nate Atkins of The Athletic reports.","Kinchens has not practiced since sustaining a hamstring injury in the Rams' Week 1 loss to the 49ers. The starting free safety does not appear to have progressed significantly in his recovery since last week's string of DNPs. Unless Kinchen can upgrade his practice participation to at least limited by Friday, he will likely be sidelined for Sunday's game against the Broncos.",2026-09-23 20:25:00,2026-09-24 20:44:13.844538,espn
638930,Nate Landman,LAR,Questionable,Shoulder,Arm,Not Specified,2026-09-27,"Landman (shoulder) was a limited participant in Wednesday's estimated practice, Nate Atkins of The Athletic reports.","Landman logged limited sessions in the lead-up to the Rams' Week 2 win over the Giants. The linebacker was able to play through a shoulder injury in the contest, logging seven tackles (three solo) over 49 defensive snaps. Landman has started Week 3 prep in similar fashion, and it remains to be seen if he'll ultimately mirror his Week 2 regimen and suit up for Sunday night's game against the Broncos.",2026-09-23 20:21:00,2026-09-24 20:44:13.844538,espn
638927,Jordan Whittington,LAR,Questionable,Quadriceps,Leg,Not Specified,2026-09-27,"Whittington (quadriceps) did not participate in Wednesday's practice, Nate Atkins of The Athletic reports.",Whittington has failed to practice since sustaining a quadriceps injury during the Rams' Week 1 loss to the 49ers. The wide receiver has missed four consecutive practices and appears no closer to suiting up for the team's Week 3 showdown with the Broncos on Sunday.,2026-09-23 20:14:00,2026-09-24 20:44:13.844538,espn
638900,Ronnie Rivers,LAR,Injured Reserve,Calf,Leg,Not Specified,2026-10-25,The Rams placed Rivers (calf) on their injured reserve list Wednesday.,"Per Stu Jackson of the Rams' official site, coach Sean McVay said Wednesday that Rivers' calf injury is expected to keep him sidelined for 4-to-6 weeks. McVay also said the team plans to elevate either undrafted rookie Dean Connors or Jordan Waters from its practice squad for Sunday's game at Denver.",2026-09-23 19:22:00,2026-09-24 20:44:13.844538,espn
